THOMAS MILTON        202-113-5748
 inc is 326 dec 331
 inc is 332 dec 331
start 317 end 331
 main execution 
hellend 
at 331 and 331
pivindex POOLE LUPE        602-149-8534 and end is POOLE LUPE        602-149-8534
 inc is 331 dec 330
start 317 end 330
 main execution 
hellend 
at 330 and 330
pivindex PITTMAN ORVILLE        979-431-7680 and end is PITTMAN ORVILLE        979-431-7680
info POLLARD ILA        763-624-4226 swapped w/ PHELPS AMBER        940-155-9343
joe
 inc is 318 dec 328
info PITTS FLOYD        646-652-8446 swapped w/ PATRICK JACQUELYN        649-842-6234
joe
 inc is 322 dec 327
info POOLE KATHERYN        770-835-8703 swapped w/ OSBORNE MICHELE        646-925-8624
joe
 inc is 326 dec 326
 inc is 327 dec 326
start 317 end 326
 main execution 
hellend 
at 326 and 326
pivindex PECK CALLIE        489-341-1306 and end is PECK CALLIE        489-341-1306
info PHELPS AMBER        940-155-9343 swapped w/ OSBORNE MICHELE        646-925-8624
joe
 inc is 318 dec 324
info PERKINS LILIA        271-122-5205 swapped w/ PARKER ELSA        693-779-3244
joe
 inc is 321 dec 323
 inc is 323 dec 322
start 317 end 322
 main execution 
hellend 
at 322 and 322
pivindex PARRISH TIM        953-731-4520 and end is PARRISH TIM        953-731-4520
 inc is 321 dec 320
start 317 end 320
 main execution 
hellend 
at 320 and 320
pivindex PARKER ELSA        693-779-3244 and end is PARKER ELSA        693-779-3244
 inc is 319 dec 318
start 317 end 318
start 320 end 320
return 1 and 0
start 322 end 322
return 1 and 0
start 324 end 326
 main execution 
hellend 
at 326 and 326
pivindex PIERCE JONI        601-261-4398 and end is PIERCE JONI        601-261-4398
 inc is 326 dec 325
start 324 end 325
start 327 end 326
return 1 and -1
start 328 end 330
 main execution 
hellend 
at 330 and 330
pivindex POOLE KATHERYN        770-835-8703 and end is POOLE KATHERYN        770-835-8703
 inc is 330 dec 329
start 328 end 329
start 331 end 330
return 1 and -1
start 332 end 331
return 1 and -1
start 333 end 334
start 336 end 358
 main execution 
hellend 
at 358 and 358
pivindex RICHARDS DON        438-851-6415 and end is RICHARDS DON        438-851-6415
info RIVERS DENNIS        833-724-8902 swapped w/ PRICE ANTONIA        968-316-2886
joe
 inc is 340 dec 356
info RIOS MADGE        783-342-1637 swapped w/ REESE ALYSON        456-354-9670
joe
 inc is 342 dec 354
info RIVERS RAQUEL        859-348-3647 swapped w/ RAY TRINIDAD        812-852-6611
joe
 inc is 343 dec 351
info ROBBINS FOREST        935-893-7997 swapped w/ POWERS SIDNEY        456-941-8694
joe
 inc is 344 dec 350
info ROBERTS EMANUEL        464-354-5702 swapped w/ PRICE BELINDA        578-618-3800
joe
 inc is 345 dec 348
info ROBERSON SOPHIA        842-495-8672 swapped w/ PRICE STEVEN        494-795-7029
joe
 inc is 346 dec 347
 inc is 348 dec 347
start 336 end 347
 main execution 
hellend 
at 347 and 347
pivindex REID VIOLA        703-169-1053 and end is REID VIOLA        703-169-1053
info RHODES WENDI        730-232-3309 swapped w/ PUGH AMBER        897-351-2232
joe
 inc is 337 dec 345
info RHODES WENDELL        810-812-5581 swapped w/ PRICE STEVEN        494-795-7029
joe
 inc is 341 dec 344
 inc is 345 dec 344
start 336 end 344
 main execution 
hellend 
at 344 and 344
pivindex PRICE BELINDA        578-618-3800 and end is PRICE BELINDA        578-618-3800
info PUGH AMBER        897-351-2232 swapped w/ POWERS SIDNEY        456-941-8694
joe
 inc is 337 dec 342
info RAY BETSY        569-749-8612 swapped w/ PRICE ANTONIA        968-316-2886
joe
 inc is 338 dec 338
 inc is 339 dec 338
start 336 end 338
 main execution 
hellend 
at 338 and 338
pivindex POWELL ARACELI        964-931-2960 and end is POWELL ARACELI        964-931-2960
info POWERS SIDNEY        456-941-8694 swapped w/ POWERS SIDNEY        456-941-8694
joe
 inc is 337 dec 335
start 336 end 336
return 1 and 0
start 338 end 338
return 1 and 0
start 340 end 344
 main execution 
hellend 
at 344 and 344
pivindex RAY BETSY        569-749-8612 and end is RAY BETSY        569-749-8612
info REESE ALYSON        456-354-9670 swapped w/ PUGH AMBER        897-351-2232
joe
 inc is 342 dec 342
 inc is 342 dec 341
start 340 end 341
start 343 end 344
start 346 end 347
start 349 end 358
 main execution 
hellend 
at 358 and 358
pivindex ROBERSON SOPHIA        842-495-8672 and end is ROBERSON SOPHIA        842-495-8672
info ROBERTS EMANUEL        464-354-5702 swapped w/ RIVERS DENNIS        833-724-8902
joe
 inc is 350 dec 356
info ROBERSON WAYNE        589-979-5370 swapped w/ RIVERS DIXIE        217-652-6942
joe
 inc is 354 dec 355
info ROBERTS ALISSA        896-526-6847 swapped w/ RIOS MADGE        783-342-1637
joe
 inc is 355 dec 354
start 349 end 354
 main execution 
hellend 
at 354 and 354
pivindex RIOS MADGE        783-342-1637 and end is RIOS MADGE        783-342-1637
info RIVERS DENNIS        833-724-8902 swapped w/ RIVERS DENNIS        833-724-8902
joe
 inc is 350 dec 348
start 349 end 349
return 1 and 0
start 351 end 354
 main execution 
hellend 
at 354 and 354
pivindex ROBERSON CRAIG        646-987-9430 and end is ROBERSON CRAIG        646-987-9430
 inc is 354 dec 353
start 351 end 353
 main execution 
hellend 
at 353 and 353
pivindex RIVERS DIXIE        217-652-6942 and end is RIVERS DIXIE        217-652-6942
info ROBBINS FOREST        935-893-7997 swapped w/ ROBBINS FOREST        935-893-7997
joe
 inc is 352 dec 350
start 351 end 351
return 1 and 0
start 353 end 353
return 1 and 0
start 355 end 354
return 1 and -1
start 356 end 358
 main execution 
hellend 
at 358 and 358
pivindex ROBERTS ALISSA        896-526-6847 and end is ROBERTS ALISSA        896-526-6847
 inc is 357 dec 356
start 356 end 356
return 1 and 0
start 358 end 358
return 1 and 0
start 360 end 362
 main execution 
hellend 
at 362 and 362
pivindex ROBERTSON MELBA        824-221-1694 and end is ROBERTSON MELBA        824-221-1694
info RODRIQUEZ LESLIE        242-510-8006 swapped w/ RODRIQUEZ LESLIE        242-510-8006
joe
 inc is 361 dec 359
start 360 end 360
return 1 and 0
start 362 end 362
return 1 and 0
start 364 end 382
 main execution 
hellend 
at 382 and 382
pivindex SANTOS SAUL        715-582-3626 and end is SANTOS SAUL        715-582-3626
info SEARS CARLENE        617-648-3152 swapped w/ ROSS DANA        943-520-6462
joe
 inc is 365 dec 378
info SAWYER HAL        447-531-7728 swapped w/ RUIZ LESLEY        421-537-8594
joe
 inc is 366 dec 376
info SAVAGE HERMINIA        246-333-9745 swapped w/ SALAS STERLING        586-806-8783
joe
 inc is 367 dec 375
info SCHROEDER MICKEY        730-186-3375 swapped w/ ROSE ESTER        745-503-1373
joe
 inc is 369 dec 374
info SCHULTZ HERSHEL        284-493-9741 swapped w/ ROWLAND ROBBY        621-406-6482
joe
 inc is 371 dec 372
 inc is 372 dec 371
start 364 end 371
 main execution 
hellend 
at 371 and 371
pivindex SAMPSON MOLLY        206-568-2104 and end is SAMPSON MOLLY        206-568-2104
 inc is 371 dec 370
start 364 end 370
 main execution 
hellend 
at 370 and 370
pivindex ROWLAND ROBBY        621-406-6482 and end is ROWLAND ROBBY        621-406-6482
info RUIZ LESLEY        421-537-8594 swapped w/ ROWLAND JACKLYN        716-269-3532
joe
 inc is 366 dec 368
info SALAS STERLING        586-806-8783 swapped w/ ROSE ESTER        745-503-1373
joe
 inc is 367 dec 367
 inc is 367 dec 366
start 364 end 366
 main execution 
hellend 
at 366 and 366
pivindex ROSE ESTER        745-503-1373 and end is ROSE ESTER        745-503-1373
info ROSS DANA        943-520-6462 swapped w/ ROSS DANA        943-520-6462
joe
 inc is 365 dec 363
start 364 end 364
return 1 and 0
start 366 end 366
return 1 and 0
start 368 end 370
 main execution 
hellend 
at 370 and 370
pivindex RYAN ELBERT        740-183-6713 and end is RYAN ELBERT        740-183-6713
info SALAS STERLING        586-806-8783 swapped w/ RUIZ LESLEY        421-537-8594
joe
 inc is 369 dec 368
start 368 end 368
return 1 and 0
start 370 end 370
return 1 and 0
start 372 end 371
return 1 and -1
start 373 end 382
 main execution 
hellend 
at 382 and 382
pivindex SCHULTZ EMILIO        962-570-6293 and end is SCHULTZ EMILIO        962-570-6293
info SCHULTZ HERSHEL        284-493-9741 swapped w/ SCHROEDER WILLIAM        835-803-9371
joe
 inc is 374 dec 379
 inc is 379 dec 378
start 373 end 378
 main execution 
hellend 
at 378 and 378
pivindex SAWYER KATINA        203-958-2322 and end is SAWYER KATINA        203-958-2322
info SCHROEDER WILLIAM        835-803-9371 swapped w/ SAWYER HAL        447-531-7728
joe
 inc is 374 dec 376
info SCHROEDER SHIRLEY        259-373-3452 swapped w/ SAVAGE HERMINIA        246-333-9745
joe
 inc is 375 dec 375
 inc is 375 dec 374
start 373 end 374
start 376 end 378
 main execution 
hellend 
at 378 and 378
pivindex SCHROEDER MICKEY        730-186-3375 and end is SCHROEDER MICKEY        730-186-3375
info SCHROEDER SHIRLEY        259-373-3452 swapped w/ SCHROEDER SHIRLEY        259-373-3452
joe
 inc is 377 dec 375
start 376 end 376
return 1 and 0
start 378 end 378
return 1 and 0
start 380 end 382
 main execution 
hellend 
at 382 and 382
pivindex SEARS CARLENE        617-648-3152 and end is SEARS CARLENE        617-648-3152
 inc is 381 dec 380
start 380 end 380
return 1 and 0
start 382 end 382
return 1 and 0
start 384 end 399
 main execution 
hellend 
at 399 and 399
pivindex SINGLETON KRISTIN        533-871-3422 and end is SINGLETON KRISTIN        533-871-3422
info SOSA ARNULFO        551-133-9738 swapped w/ SHAW JERROLD        710-836-9167
joe
 inc is 386 dec 396
info SNYDER ETHEL        812-958-7440 swapped w/ SHORT LELIA        301-786-6603
joe
 inc is 387 dec 394
info SKINNER THANH        324-151-7069 swapped w/ SERRANO SADIE        520-385-6677
joe
 inc is 388 dec 393
info SKINNER DANA        758-618-4429 swapped w/ SHORT ALLISON        339-917-5221
joe
 inc is 390 dec 392
 inc is 393 dec 392
start 384 end 392
 main execution 
hellend 
at 392 and 392
pivindex SHAW CLAUDIA        463-956-7879 and end is SHAW CLAUDIA        463-956-7879
info SIMPSON MARIANA        687-148-9388 swapped w/ SHAFFER LILIA        429-774-4888
joe
 inc is 385 dec 389
info SHAW JERROLD        710-836-9167 swapped w/ SERRANO SADIE        520-385-6677
joe
 inc is 386 dec 386
 inc is 386 dec 385
start 384 end 385
start 387 end 392
 main execution 
hellend 
at 392 and 392
pivindex SHORT LELIA        301-786-6603 and end is SHORT LELIA        301-786-6603
info SIMPSON BENNY        789-927-6993 swapped w/ SHEPPARD WILLIE        803-977-8057
joe
 inc is 389 dec 390
 inc is 390 dec 389
start 387 end 389
 main execution 
hellend 
at 389 and 389
pivindex SHORT ALLISON        339-917-5221 and end is SHORT ALLISON        339-917-5221
 inc is 389 dec 388
start 387 end 388
start 390 end 389
return 1 and -1
start 391 end 392
start 394 end 399
 main execution 
hellend 
at 399 and 399
pivindex SKINNER DANA        758-618-4429 and end is SKINNER DANA        758-618-4429
info SKINNER THANH        324-151-7069 swapped w/ SKINNER THANH        324-151-7069
joe
 inc is 395 dec 393
start 394 end 394
return 1 and 0
start 396 end 399
 main execution 
hellend 
at 399 and 399
pivindex SNYDER ETHEL        812-958-7440 and end is SNYDER ETHEL        812-958-7440
info SOLIS QUINTON        902-286-7231 swapped w/ SOLIS QUINTON        902-286-7231
joe
 inc is 397 dec 395
start 396 end 396
return 1 and 0
start 398 end 399
start 401 end 419
 main execution 
hellend 
at 419 and 419
pivindex STEVENSON TORY        536-472-7861 and end is STEVENSON TORY        536-472-7861
info SUAREZ COLIN        503-526-6599 swapped w/ STEVENS VALARIE        301-295-1045
joe
 inc is 403 dec 405
 inc is 403 dec 402
start 401 end 402
start 404 end 419
 main execution 
hellend 
at 419 and 419
pivindex SULLIVAN MARYELLEN        358-152-7181 and end is SULLIVAN MARYELLEN        358-152-7181
info SWANSON LOLITA        489-996-1470 swapped w/ STUART RUSTY        638-200-1795
joe
 inc is 405 dec 414
info TRAVIS ODESSA        341-357-8940 swapped w/ STOKES JESSE        607-720-5400
joe
 inc is 406 dec 408
 inc is 407 dec 406
start 404 end 406
 main execution 
hellend 
at 405 and 406
pivindex STOKES JESSE        607-720-5400 and end is SUAREZ COLIN        503-526-6599
info STUART RUSTY        638-200-1795 swapped w/ STUART RUSTY        638-200-1795
joe
 inc is 405 dec 403
start 404 end 404
return 1 and 0
start 406 end 406
return 1 and 0
start 408 end 419
 main execution 
hellend 
at 419 and 419
pivindex TRAN FELICIA        285-914-1098 and end is TRAN FELICIA        285-914-1098
info TRAVIS ODESSA        341-357-8940 swapped w/ THOMAS MILTON        202-113-5748
joe
 inc is 410 dec 417
 inc is 417 dec 416
start 408 end 416
 main execution 
hellend 
at 416 and 416
pivindex TANNER MAUDE        426-957-8266 and end is TANNER MAUDE        426-957-8266
info TRAN BETTIE        710-337-7733 swapped w/ SWANSON LOLITA        489-996-1470
joe
 inc is 409 dec 414
info THOMAS MILTON        202-113-5748 swapped w/ SWANSON IAN        385-782-2029
joe
 inc is 410 dec 411
 inc is 411 dec 410
start 408 end 410
 main execution 
hellend 
at 410 and 410
pivindex TALLEY CLAY        938-574-3857 and end is TALLEY CLAY        938-574-3857
 inc is 410 dec 409
start 408 end 409
start 411 end 410
return 1 and -1
start 412 end 416
 main execution 
hellend 
at 416 and 416
pivindex TAYLOR SHAWN        900-503-4129 and end is TAYLOR SHAWN        900-503-4129
info THOMAS MILTON        202-113-5748 swapped w/ TATE PANSY        236-759-5757
joe
 inc is 413 dec 412
start 412 end 412
return 1 and 0
start 414 end 416
 main execution 
hellend 
at 416 and 416
pivindex THOMAS MILTON        202-113-5748 and end is THOMAS MILTON        202-113-5748
 inc is 415 dec 414
start 414 end 414
return 1 and 0
start 416 end 416
return 1 and 0
start 418 end 419
start 421 end 452
 main execution 
hellend 
at 452 and 452
pivindex VALENZUELA LILA        824-407-8634 and end is VALENZUELA LILA        824-407-8634
info VELAZQUEZ CHRISTIAN        962-636-8339 swapped w/ VALENCIA ANGELITA        603-380-9900
joe
 inc is 422 dec 437
info VELEZ ANDRES        966-866-8577 swapped w/ VALENZUELA EMERY        583-801-9431
joe
 inc is 423 dec 435
info WHITE EVANGELINA        781-536-7150 swapped w/ VALENTINE JO        245-498-8581
joe
 inc is 424 dec 433
 inc is 424 dec 423
start 421 end 423
 main execution 
hellend 
at 423 and 423
pivindex VALENTINE JO        245-498-8581 and end is VALENTINE JO        245-498-8581
 inc is 422 dec 421
start 421 end 421
return 1 and 0
start 423 end 423
return 1 and 0
start 425 end 452
 main execution 
hellend 
at 452 and 452
pivindex WILLIAM RUDY        890-799-8587 and end is WILLIAM RUDY        890-799-8587
info WILSON WALLACE        896-607-9801 swapped w/ WEAVER ROWENA        530-184-8294
joe
 inc is 426 dec 450
info WOOTEN JIM        956-251-9264 swapped w/ WILCOX DENIS        961-597-5825
joe
 inc is 429 dec 449
info YORK ELIZA        761-274-3247 swapped w/ WEISS LILY        295-485-3110
joe
 inc is 433 dec 448
info WITT DAPHNE        907-233-2571 swapped w/ WATSON ERNA        544-334-3590
joe
 inc is 441 dec 445
 inc is 445 dec 444
start 425 end 444
 main execution 
hellend 
at 444 and 444
pivindex WADE GALE        267-598-8052 and end is WADE GALE        267-598-8052
info WEAVER ROWENA        530-184-8294 swapped w/ VARGAS AURORA        886-588-8132
joe
 inc is 426 dec 440
info WEBB MERLE        609-400-7472 swapped w/ VELAZQUEZ CHRISTIAN        962-636-8339
joe
 inc is 427 dec 437
info WILCOX CANDICE        527-963-5373 swapped w/ VELEZ ANDRES        966-866-8577
joe
 inc is 428 dec 435
 inc is 428 dec 427
start 425 end 427
 main execution 
hellend 
at 427 and 427
pivindex VELEZ ANDRES        966-866-8577 and end is VELEZ ANDRES        966-866-8577
 inc is 427 dec 426
start 425 end 426
start 428 end 427
return 1 and -1
start 429 end 444
 main execution 
hellend 
at 444 and 444
pivindex WILCOX DENIS        961-597-5825 and end is WILCOX DENIS        961-597-5825
info WILKINSON SAMUEL        964-948-1902 swapped w/ WIGGINS TOMAS        430-373-2662
joe
 inc is 443 dec 442
start 429 end 442
 main execution 
hellend 
at 442 and 442
pivindex WIGGINS TOMAS        430-373-2662 and end is WIGGINS TOMAS        430-373-2662
info WILCOX CANDICE        527-963-5373 swapped w/ WEAVER ROWENA        530-184-8294
joe
 inc is 437 dec 440
 inc is 441 dec 440
start 429 end 440
 main execution 
hellend 
at 440 and 440
pivindex WATSON ERNA        544-334-3590 and end is WATSON ERNA        544-334-3590
info WEAVER LIZZIE        824-356-7362 swapped w/ WALTERS ALFONZO        576-383-7528
joe
 inc is 431 dec 436
info WEST ROSA        537-833-2992 swapped w/ WALSH CARMEN        972-381-8862
joe
 inc is 432 dec 434
 inc is 432 dec 431
start 429 end 431
 main execution 
hellend 
at 431 and 431
pivindex WALSH CARMEN        972-381-8862 and end is WALSH CARMEN        972-381-8862
info WATERS DOMINIC        845-551-5146 swapped w/ WATERS DOMINIC        845-551-5146
joe
 inc is 430 dec 428
start 429 end 429
return 1 and 0
start 431 end 431
return 1 and 0
start 433 end 440
 main execution 
hellend 
at 440 and 440
pivindex WEISS LILY        295-485-3110 and end is WEISS LILY        295-485-3110
info WHITE EVANGELINA        781-536-7150 swapped w/ WEBB ETTA        720-197-4284
joe
 inc is 435 dec 438
info WEST ROSA        537-833-2992 swapped w/ WEBB MERLE        609-400-7472
joe
 inc is 436 dec 437
 inc is 438 dec 437
start 433 end 437
 main execution 
hellend 
at 437 and 437
pivindex WEAVER LIZZIE        824-356-7362 and end is WEAVER LIZZIE        824-356-7362
info WEBB JERRY        247-655-9463 swapped w/ WEBB JERRY        247-655-9463
joe
 inc is 434 dec 432
start 433 end 433
return 1 and 0
start 435 end 437
 main execution 
hellend 
at 437 and 437
pivindex WEBB ETTA        720-197-4284 and end is WEBB ETTA        720-197-4284
info WEBB MERLE        609-400-7472 swapped w/ WEAVER ROWENA        530-184-8294
joe
 inc is 436 dec 435
start 435 end 435
return 1 and 0
start 437 end 437
return 1 and 0
start 439 end 440
start 442 end 442
return 1 and 0
start 444 end 444
return 1 and 0
start 446 end 452
 main execution 
hellend 
at 452 and 452
pivindex WYNN JEFFRY        220-500-8617 and end is WYNN JEFFRY        220-500-8617
info YORK ELIZA        761-274-3247 swapped w/ WILSON WALLACE        896-607-9801
joe
 inc is 450 dec 450
 inc is 451 dec 450
start 446 end 450
 main execution 
hellend 
at 450 and 450
pivindex WOOTEN JIM        956-251-9264 and end is WOOTEN JIM        956-251-9264
 inc is 450 dec 449
start 446 end 449
 main execution 
hellend 
at 449 and 449
pivindex WILSON WALLACE        896-607-9801 and end is WILSON WALLACE        896-607-9801
info WITT DAPHNE        907-233-2571 swapped w/ WITT DAPHNE        907-233-2571
joe
 inc is 447 dec 445
start 446 end 446
return 1 and 0
start 448 end 449
start 451 end 450
return 1 and -1
start 452 end 452
return 1 and 0
helloACEVEDO AURELIO        593-149-3903
ADKINS VANCE        978-845-2781
ALSTON AMOS        660-802-6973
AGUILAR BRITNEY        804-365-4978
ALBERT EDWARDO        228-986-5799
ALLEN ALAN        805-953-9939
ALSTON WILMER        677-377-7681
ALSTON AMOS        650-705-2744
ANDREWS CLAUDINE        651-318-2387
ALVARADO ALDO        568-643-2489
ALVARADO EVAN        224-439-5602
ANTHONY JOE        338-380-7369
ATKINSON THANH        690-587-3281
AUSTIN MOHAMED        369-222-4368
AYALA LORENE        735-812-7788
BALDWIN ANDRES        475-935-6594
BALLARD LILLY        396-967-4975
BANKS MARISSA        277-327-3380
BARBER ISABEL        288-811-9425
BARNES ANTONIO        421-967-7039
BARNES LEWIS        481-841-5875
BARR HANNAH        305-948-6520
BARRERA JOHNATHON        599-659-8631
BARRERA LUPE        519-879-5902
BATES LOYD        785-721-8253
BATES ROSLYN        230-909-5162
BATTLE OLA        409-298-8793
BAUER LOUIS        765-480-4367
BAXTER DANNIE        591-238-2136
BAXTER DENIS        211-224-2341
BAXTER LYDIA        818-168-3635
BENJAMIN JUNIOR        482-984-7235
BEASLEY IRVIN        402-465-5920
BENDER KRISTY        459-556-4547
BENNETT EMERSON        437-721-5550
BENSON IRWIN        429-270-1102
BERGER EUNICE        914-965-3044
BEST JUSTIN        868-811-5859
BEST ROLANDO        358-712-8249
BIRD NOLAN        678-687-8788
BLAIR CECELIA        253-791-2676
BLAIR DENISE        862-218-9826
BOONE RICH        860-913-7337
BOOTH EBONY        673-646-5443
BRAY MARGARITA        529-363-5416
BOOTH MIGUEL        311-118-4857
BOYD ETTA        801-739-1111
BOYLE HECTOR        550-676-5781
BRADY MAC        741-860-5058
BREWER ERIK        206-872-3009
BRIDGES FOREST        623-493-8796
BRIGGS BRANDI        971-570-4563
BRIGGS MATHEW        835-171-3147
BROWNING STEFANIE        287-561-4048
BROWNING TREY        611-257-2891
BRYANT ELWOOD        342-871-3991
BRYANT TRACIE        987-557-3377
BULLOCK JANIE        386-523-8265
BURGESS RUTH        508-120-6349
BURKS JOHNNY        961-676-6320
BUTLER RUFUS        227-547-7380
CALDWELL JEREMY        892-352-6533
CALLAHAN NOAH        829-226-4833
CANNON LEO        321-664-7626
CAREY DAMION        948-926-7491
CARNEY JESSE        782-102-5705
CARPENTER AMALIA        759-875-5498
CARSON ISSAC        228-471-2723
CASEY HEATHER        932-137-4085
CERVANTES DONA        630-285-3019
CHANDLER MARI        284-287-1658
CHERRY EMIL        716-959-7642
CHASE ALISHA        357-394-2073
CHAVEZ FAY        658-474-4263
CHRISTENSEN SCOTTIE        919-739-2004
CHRISTIAN DOREEN        419-721-4283
CLARK CAROL        255-245-5868
CLARKE KRYSTAL        755-778-5251
CLAY BRIGITTE        858-930-6534
CLAY MERCEDES        703-708-6255
CLAYTON ESTELLE        462-137-9437
CLEMENTS AL        814-545-6928
CLEMENTS LYMAN        409-176-3224
CLEMENTS ROSE        718-249-2084
COLE NOEL        556-391-3237
COLE SANG        658-277-5402
COMBS JOCELYN        785-245-6178
CONTRERAS ALBERT        595-589-1933
CONWAY JOANNE        254-958-3454
CONWAY MOSES        467-866-4482
COOPER ELBA        401-902-3399
CRAIG SHANE        256-629-5019
COTTON FRANCISCO        784-929-5527
COTTON SANG        678-971-9266
CRANE JAN        311-462-1428
CRAWFORD ROXANNE        264-899-7458
CROSBY RICKY        301-180-1574
DAVENPORT CARLO        679-115-3770
DAWSON MIRANDA        904-386-3439
DAY PHILIP        829-513-1141
DELGADO MINDY        832-286-6993
DELGADO REED        643-562-8792
DICKSON MARQUITA        894-541-8840
DICKSON MAYRA        311-413-9652
DICKSON OLIVE        886-497-7493
DONALDSON HALLIE        647-403-7661
DONOVAN VERONICA        725-612-5630
DORSEY AUTUMN        591-937-9549
DOTSON AMALIA        584-920-1770
DOWNS ROBERTO        296-517-5107
DRAKE LUANN        609-845-3899
DRAKE JOSH        819-815-6887
DRAKE SHERI        956-541-5463
DUNCAN OLA        651-776-7945
DUNLAP GLENDA        487-870-1313
ELLIOTT CLEO        577-209-8152
EMERSON GAY        662-751-9098
ENGLISH MARCIA        523-319-4287
ENGLAND NITA        323-430-6393
ENGLAND ROBIN        930-523-3444
ERICKSON EARLINE        885-527-1222
ERICKSON STEPHAN        806-787-1682
EVERETT ROSCOE        430-305-5327
EWING LAVERNE        395-370-1942
FERGUSON MARIETTA        864-181-3196
FIGUEROA TRISTAN        774-458-3354
FITZGERALD KENDRICK        265-551-3240
FITZPATRICK MOLLIE        907-688-9108
FORBES DWIGHT        649-325-6924
FOSTER ISIAH        360-657-8123
FOSTER JAYNE        383-692-1344
FRANCO JAN        322-877-5687
FOX DAMION        617-224-1783
FRANKS LETITIA        584-582-5242
FREDERICK EMORY        617-228-2888
FRENCH BRAIN        296-705-8978
FRENCH LELAND        308-344-5915
FROST MONROE        225-431-3638
FRY JOANNE        527-460-7311
FULTON MERVIN        604-304-7596
GAMBLE DIXIE        858-365-8170
GARCIA DAMION        689-508-1540
GARDNER JUSTIN        693-534-9847
GARZA EDMUND        227-608-8498
GONZALEZ ETHAN        632-638-3431
GAY ROSIE        811-109-8145
GILL ALYCE        885-523-9508
GLENN ELISEO        827-249-4901
GLOVER HELENE        501-462-5596
GLENN KARA        719-129-7601
GONZALEZ DIANE        964-611-3803
GONZALEZ PATRICA        255-620-8841
GOODWIN NOLA        712-364-4718
GRAHAM LOURDES        762-639-5252
GRAY DAMION        930-736-6049
GREEN KRYSTAL        562-941-8743
GREEN SUMMER        868-995-6898
GRIFFIN ELISE        700-972-3629
GRIFFITH WILLIE        662-745-6038
GROSS MARIA        826-919-2737
HART DORA        453-520-3519
GROSS SEBASTIAN        626-154-3452
GUERRA IVORY        299-454-6847
GUZMAN ADAN        825-683-9646
HALE BURT        396-761-6595
HAMILTON BRIDGET        558-324-6315
HAMMOND SAUNDRA        625-718-9665
HARDING MILLARD        476-698-5026
HARRELL SEAN        397-317-8665
HARRINGTON DARLA        464-979-7871
HART JOSEF        476-790-9808
HARRIS BARBARA        503-816-4522
HARRIS ELISA        457-681-4435
HARTMAN JEAN        904-952-8131
HARVEY GERALDINE        470-542-1038
HEAD CALEB        525-228-4995
HARVEY HARLAN        222-183-4226
HAYS FLORA        281-136-7299
HEATH KATIE        313-922-1775
HEATH LIONEL        798-991-4424
HEATH NORMAND        280-751-2076
HENDERSON CANDY        541-961-5773
HENSON MASON        766-121-2408
HERNANDEZ ADA        831-439-9852
HERNANDEZ AUDRA        234-591-4606
HERRERA ESTEBAN        658-390-7987
HIGGINS ALI        316-652-2499
HIGGINS NEWTON        688-129-4517
HILL DARREL        686-702-7064
HINTON PANSY        757-313-3457
HOBBS MARI        381-340-1141
HOGAN MARVA        695-616-2279
HOGAN NATASHA        255-355-3957
HOOD FORREST        584-536-2384
HORN KIMBERLY        638-600-1761
HORTON MEAGAN        779-355-6445
HOUSE BOBBIE        886-289-3504
HOWE FOREST        584-806-4564
HOUSE EDUARDO        932-210-6944
HOWARD JOESPH        471-612-1776
HUBER MARLENE        386-534-6259
HUFF BEAU        353-961-3508
HUGHES OLIVE        986-828-9886
HULL CARLENE        354-449-3447
HUNT ARIEL        904-163-5301
HUNTER KELSEY        349-737-8336
HUNTER LEE        490-165-5678
HUTCHINSON FORREST        400-788-2462
INGRAM ELLIOT        661-890-2519
JACOBS JOSH        560-812-5613
JARVIS JESS        413-877-1086
JARVIS MARYANNE        921-982-9194
JENNINGS DARYL        829-191-9342
JOHNS LUELLA        363-512-4319
JOHNSTON TAYLOR        336-206-8066
JOYNER REUBEN        695-189-8800
JUAREZ HATTIE        245-845-7516
JUAREZ JASON        390-711-2319
JUAREZ LEONEL        577-557-7483
JUSTICE AUGUST        708-731-8109
KEITH CARISSA        821-352-7955
KEITH KEN        901-877-5620
KELLER JULIANNE        691-699-2156
KENNEDY NORMAND        343-247-1251
KEY CARA        913-601-8686
KNOX MAURO        897-778-1856
KIRK IMOGENE        204-228-8245
KNOX MINNIE        396-356-3025
KNOX TODD        761-769-2447
LAMB WAYNE        541-491-4920
LANCASTER AILEEN        320-483-5598
LANE CASSIE        262-565-3323
LANG EMANUEL        437-511-6989
LEBLANC GARRY        940-350-3378
LEBLANC MIA        542-581-2683
LEONARD ANGIE        313-720-4706
LESTER DONA        334-356-3342
LEVINE RODNEY        394-378-9512
LINDSEY ANGIE        564-887-8256
LOGAN DEVON        597-263-5757
LOTT LILIANA        243-281-7498
LOWERY LEANNA        832-148-1703
LUNA PARKER        743-355-8451
LYNN MATT        419-783-7680
MACIAS AGNES        662-858-3385
MADDEN DELMER        812-778-4186
MACIAS MARLA        653-406-7844
MACIAS SAMMY        328-287-6961
MALDONADO BELINDA        240-574-4796
MALDONADO VIRGIE        697-830-5132
MALONE NATALIE        345-210-9700
MANN NADINE        581-775-4365
MANNING LETICIA        937-297-9810
MARKS OLIVE        688-889-8964
MARSH BERTHA        932-887-8800
